"annotation_id","annotator","created_at","duygu_label","id","label","lead_time","text","updated_at"
3978,"2","2024-08-06T23:25:01.077653Z","[{""start"":0,""end"":8,""text"":""pegasus "",""labels"":[""negative""]},{""start"":26,""end"":34,""text"":""netflix "",""labels"":[""neutral""]},{""start"":76,""end"":80,""text"":""thy "",""labels"":[""positive""]}]",48568,"[{""start"":0,""end"":8,""text"":""pegasus "",""labels"":[""Entity""]},{""start"":26,""end"":34,""text"":""netflix "",""labels"":[""Entity""]},{""start"":76,""end"":80,""text"":""thy "",""labels"":[""Entity""]}]",68.812,"pegasus yaptığım uç cihaz netflix kullan iste uçak iç ki fi ye bağlanamadım thy konu şanslıydım","2024-08-06T23:25:01.077653Z"
3979,"2","2024-08-06T23:25:52.524143Z","[{""start"":0,""end"":23,""text"":""vodafone mobil internet"",""labels"":[""positive""]},{""start"":36,""end"":44,""text"":""netflix "",""labels"":[""neutral""]},{""start"":60,""end"":90,""text"":""evdeki sabit internet bağlantı"",""labels"":[""negative""]}]",48569,"[{""start"":0,""end"":23,""text"":""vodafone mobil internet"",""labels"":[""Entity""]},{""start"":36,""end"":44,""text"":""netflix "",""labels"":[""Entity""]},{""start"":60,""end"":90,""text"":""evdeki sabit internet bağlantı"",""labels"":[""Entity""]}]",50.628,"vodafone mobil internet saye dışarı netflix rahatlıkla izle evdeki sabit internet bağlantı hız düşük ol online oyun ping sorun yaşa","2024-08-06T23:25:52.524143Z"
3980,"2","2024-08-06T23:27:18.668499Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""positive""]},{""start"":60,""end"":64,""text"":""thy "",""labels"":[""positive""]},{""start"":126,""end"":134,""text"":""pegasus "",""labels"":[""negative""]}]",48570,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":60,""end"":64,""text"":""thy "",""labels"":[""Entity""]},{""start"":126,""end"":134,""text"":""pegasus "",""labels"":[""Entity""]}]",85.269,"turkcell tarife yurt dış seyahat et uygun fiyatlı arama yap thy nin miles smiles programıyla kazandığım mil uçak bilet yüksel pegasus kredi kart bilgi kaydet güvenlik konu endişe","2024-08-06T23:27:18.668499Z"
3981,"2","2024-08-06T23:27:59.905750Z","[{""start"":0,""end"":21,""text"":""vodafone ev internet "",""labels"":[""positive""]},{""start"":52,""end"":89,""text"":""garanti banka nın mobil uygulamasıyla"",""labels"":[""negative""]},{""start"":101,""end"":105,""text"":""thy "",""labels"":[""negative""]}]",48571,"[{""start"":0,""end"":21,""text"":""vodafone ev internet "",""labels"":[""Entity""]},{""start"":52,""end"":89,""text"":""garanti banka nın mobil uygulamasıyla"",""labels"":[""Entity""]},{""start"":101,""end"":105,""text"":""thy "",""labels"":[""Entity""]}]",39.726,"vodafone ev internet kullan hız memnunum zamanlarda garanti banka nın mobil uygulamasıyla sorun yaşa thy yaptığım seyahat uçak kredi kart yapılan bir işlem hata oluş","2024-08-06T23:27:59.905750Z"
3982,"2","2024-08-06T23:29:40.455565Z","[{""start"":0,""end"":8,""text"":""netflix "",""labels"":[""neutral""]},{""start"":16,""end"":37,""text"":""turkcell ev internet "",""labels"":[""negative""]},{""start"":75,""end"":83,""text"":""netflix "",""labels"":[""neutral""]},{""start"":117,""end"":129,""text"":""hepsiburada "",""labels"":[""neutral""]},{""start"":148,""end"":179,""text"":""turkcell mobil ödeme sistemiyle"",""labels"":[""positive""]}]",48572,"[{""start"":0,""end"":8,""text"":""netflix "",""labels"":[""Entity""]},{""start"":16,""end"":37,""text"":""turkcell ev internet "",""labels"":[""Entity""]},{""start"":75,""end"":83,""text"":""netflix "",""labels"":[""Entity""]},{""start"":117,""end"":129,""text"":""hepsiburada "",""labels"":[""Entity""]},{""start"":148,""end"":179,""text"":""turkcell mobil ödeme sistemiyle"",""labels"":[""Entity""]}]",99.376,"netflix izlemek turkcell ev internet kullan internet hız yeterli ol rağmen netflix te ara sıra bufferlama sorun yaşa hepsiburada yaptığım alışveriş turkcell mobil ödeme sistemiyle hızlıca ödeme yap","2024-08-06T23:29:40.455565Z"
3983,"2","2024-08-06T23:31:52.409322Z","[{""start"":31,""end"":40,""text"":""trendyol "",""labels"":[""negative""]},{""start"":53,""end"":72,""text"":"" ürün teslimat süre"",""labels"":[""negative""]},{""start"":95,""end"":101,""text"":""BluTV "",""labels"":[""neutral""]},{""start"":121,""end"":138,""text"":""internet bağlantı"",""labels"":[""negative""]},{""start"":0,""end"":23,""text"":""vodafone mobil internet"",""labels"":[""negative""]}]",48573,"[{""start"":31,""end"":40,""text"":""trendyol "",""labels"":[""Entity""]},{""start"":53,""end"":72,""text"":"" ürün teslimat süre"",""labels"":[""Entity""]},{""start"":95,""end"":101,""text"":""BluTV "",""labels"":[""Entity""]},{""start"":121,""end"":138,""text"":""internet bağlantı"",""labels"":[""Entity""]},{""start"":0,""end"":23,""text"":""vodafone mobil internet"",""labels"":[""Entity""]}]",130.695,"vodafone mobil internet kullan trendyol alışveriş yap ürün teslimat süre beklenti karşılamıyor BluTV izlediğim dizi sıra internet bağlantı kes","2024-08-06T23:31:52.409322Z"
4081,"2","2024-08-07T00:04:40.423678Z","[{""start"":0,""end"":4,""text"":""thy "",""labels"":[""neutral""]},{""start"":15,""end"":23,""text"":""pegasus "",""labels"":[""neutral""]},{""start"":108,""end"":119,""text"":""booking com"",""labels"":[""negative""]}]",48574,"[{""start"":0,""end"":4,""text"":""thy "",""labels"":[""Entity""]},{""start"":15,""end"":23,""text"":""pegasus "",""labels"":[""Entity""]},{""start"":108,""end"":119,""text"":""booking com"",""labels"":[""Entity""]}]",38.375,"thy antalya uç pegasus anlaş ol bir otel kal oteldeki hizmet iyiydi havayolu şirket transfer hizmet geç kal booking com üzeri yaptığım rezervasyon ödeme sıra bir hata oluş","2024-08-07T00:04:40.423678Z"
4080,"2","2024-08-07T00:03:40.587904Z","[{""start"":0,""end"":11,""text"":""sunexpress "",""labels"":[""positive""]},{""start"":128,""end"":136,""text"":""allianz "",""labels"":[""neutral""]},{""start"":20,""end"":31,""text"":""booking com"",""labels"":[""neutral""]}]",48575,"[{""start"":0,""end"":11,""text"":""sunexpress "",""labels"":[""Entity""]},{""start"":128,""end"":136,""text"":""allianz "",""labels"":[""Entity""]},{""start"":20,""end"":31,""text"":""booking com"",""labels"":[""Entity""]}]",41.271,"sunexpress izmir uç booking com üzeri kiraladığım bir apartta kal apar konum iyiydi temizlik konu eksik vardı seyahat sigortamı allianz yap","2024-08-07T00:04:01.302439Z"
4079,"2","2024-08-07T00:03:19.112156Z","[{""start"":0,""end"":8,""text"":""netflix "",""labels"":[""positive""]},{""start"":21,""end"":45,""text"":""ınstagram gelen bildirim"",""labels"":[""negative""]},{""start"":82,""end"":111,""text"":"" turkcell düşük pingli sunucu"",""labels"":[""neutral""]},{""start"":129,""end"":138,""text"":""facebook "",""labels"":[""neutral""]}]",48576,"[{""start"":0,""end"":8,""text"":""netflix "",""labels"":[""Entity""]},{""start"":21,""end"":45,""text"":""ınstagram gelen bildirim"",""labels"":[""Entity""]},{""start"":82,""end"":111,""text"":"" turkcell düşük pingli sunucu"",""labels"":[""Entity""]},{""start"":129,""end"":138,""text"":""facebook "",""labels"":[""Entity""]}]",82.094,"netflix te dizi izle ınstagram gelen bildirim sürekli böl pubg mobile oyun oynamak turkcell düşük pingli sunucu kullan oyun sıra facebook ta arkadaş sohbet et iste uygulama çök","2024-08-07T00:03:19.112156Z"
4078,"2","2024-08-07T00:01:56.200139Z","[{""start"":0,""end"":6,""text"":""BluTV "",""labels"":[""neutral""]},{""start"":16,""end"":24,""text"":""twitter "",""labels"":[""neutral""]},{""start"":55,""end"":73,""text"":""twitter uygulaması"",""labels"":[""negative""]},{""start"":89,""end"":95,""text"":""twitch"",""labels"":[""neutral""]}]",48577,"[{""start"":0,""end"":6,""text"":""BluTV "",""labels"":[""Entity""]},{""start"":16,""end"":24,""text"":""twitter "",""labels"":[""Entity""]},{""start"":55,""end"":73,""text"":""twitter uygulaması"",""labels"":[""Entity""]},{""start"":89,""end"":95,""text"":""twitch"",""labels"":[""Entity""]}]",59.85,"BluTV film izle twitter film hakkındaki yorum oku iste twitter uygulaması sürekli ol don twitch te canlı yayın izle internet bağlantı yavaşlaması neden yayın kalite düş","2024-08-07T00:01:56.200139Z"
4077,"2","2024-08-07T00:00:55.625366Z","[{""start"":0,""end"":30,""text"":""turkcell fiber internet hizmet"",""labels"":[""positive""]},{""start"":40,""end"":63,""text"":""vodafone müşteri hizmet"",""labels"":[""negative""]}]",48578,"[{""start"":0,""end"":30,""text"":""turkcell fiber internet hizmet"",""labels"":[""Entity""]},{""start"":40,""end"":63,""text"":""vodafone müşteri hizmet"",""labels"":[""Entity""]}]",16.923,"turkcell fiber internet hizmet mükemmel vodafone müşteri hizmet yavaş","2024-08-07T00:00:55.625366Z"
4076,"2","2024-08-07T00:00:37.806162Z","[{""start"":0,""end"":12,""text"":""türk telekom"",""labels"":[""neutral""]}]",48579,"[{""start"":0,""end"":12,""text"":""türk telekom"",""labels"":[""Entity""]}]",14.272,"türk telekom fiyat uygun internet bağlantı kes","2024-08-07T00:00:37.806162Z"
4074,"2","2024-08-07T00:00:12.662174Z","[{""start"":0,""end"":16,""text"":""vodafone 5G ağı "",""labels"":[""positive""]},{""start"":22,""end"":44,""text"":""turkcell kapsama alan "",""labels"":[""positive""]}]",48580,"[{""start"":0,""end"":16,""text"":""vodafone 5G ağı "",""labels"":[""Entity""]},{""start"":22,""end"":44,""text"":""turkcell kapsama alan "",""labels"":[""Entity""]}]",12.534,"vodafone 5G ağı hızlı turkcell kapsama alan geniş","2024-08-07T00:00:12.662174Z"
4075,"2","2024-08-07T00:00:22.272757Z","[{""start"":0,""end"":4,""text"":""thy "",""labels"":[""positive""]},{""start"":31,""end"":39,""text"":""pegasus "",""labels"":[""negative""]}]",48581,"[{""start"":0,""end"":4,""text"":""thy "",""labels"":[""Entity""]},{""start"":31,""end"":39,""text"":""pegasus "",""labels"":[""Entity""]}]",8.902,"thy yaptığım seyahat harikaydı pegasus check işlemi karmaşıktı","2024-08-07T00:00:22.272757Z"
4073,"2","2024-08-06T23:59:58.389437Z","[{""start"":0,""end"":16,""text"":""pegasus havayolu"",""labels"":[""positive""]},{""start"":43,""end"":53,""text"":""sunexpress"",""labels"":[""negative""]}]",48582,"[{""start"":0,""end"":16,""text"":""pegasus havayolu"",""labels"":[""Entity""]},{""start"":43,""end"":53,""text"":""sunexpress"",""labels"":[""Entity""]}]",17.344,"pegasus havayolu nın uç ekip profesyoneldi sunexpress uçak eskiydi","2024-08-06T23:59:58.389437Z"
4072,"2","2024-08-06T23:59:39.976435Z","[{""start"":0,""end"":11,""text"":""sunexpress "",""labels"":[""negative""]},{""start"":41,""end"":63,""text"":""thy nin müşteri hizmet"",""labels"":[""positive""]}]",48583,"[{""start"":0,""end"":11,""text"":""sunexpress "",""labels"":[""Entity""]},{""start"":41,""end"":63,""text"":""thy nin müşteri hizmet"",""labels"":[""Entity""]}]",10.138,"sunexpress yaşadığım deneyim iyi değildi thy nin müşteri hizmet yardımcı ol","2024-08-06T23:59:39.976435Z"
4071,"2","2024-08-06T23:59:28.980105Z","[{""start"":0,""end"":8,""text"":""netflix "",""labels"":[""positive""]},{""start"":36,""end"":42,""text"":""BluTV "",""labels"":[""negative""]}]",48584,"[{""start"":0,""end"":8,""text"":""netflix "",""labels"":[""Entity""]},{""start"":36,""end"":42,""text"":""BluTV "",""labels"":[""Entity""]}]",5.137,"netflix te izlediğim dizi harikaydı BluTV nin içerik seçenek sınırlıydı","2024-08-06T23:59:28.980105Z"
4070,"2","2024-08-06T23:59:23.102650Z","[{""start"":0,""end"":6,""text"":""BluTV "",""labels"":[""positive""]},{""start"":24,""end"":31,""text"":""puhutv "",""labels"":[""negative""]}]",48585,"[{""start"":0,""end"":6,""text"":""BluTV "",""labels"":[""Entity""]},{""start"":24,""end"":31,""text"":""puhutv "",""labels"":[""Entity""]}]",6.103,"BluTV nin dizi kaliteli puhutv nin reklam ara","2024-08-06T23:59:23.102650Z"
4069,"2","2024-08-06T23:59:16.303732Z","[{""start"":0,""end"":7,""text"":""puhutv "",""labels"":[""positive""]},{""start"":33,""end"":40,""text"":""netflix"",""labels"":[""negative""]}]",48586,"[{""start"":0,""end"":7,""text"":""puhutv "",""labels"":[""Entity""]},{""start"":33,""end"":40,""text"":""netflix"",""labels"":[""Entity""]}]",7.957,"puhutv nin arayüz kullanıcı dost netflix fiyat yüksek","2024-08-06T23:59:16.303732Z"
4068,"2","2024-08-06T23:59:07.476769Z","[{""start"":0,""end"":26,""text"":""turkcell internet kampanya"",""labels"":[""positive""]},{""start"":36,""end"":60,""text"":""vodafone müşteri hizmet "",""labels"":[""negative""]}]",48587,"[{""start"":0,""end"":26,""text"":""turkcell internet kampanya"",""labels"":[""Entity""]},{""start"":36,""end"":60,""text"":""vodafone müşteri hizmet "",""labels"":[""Entity""]}]",22.724,"turkcell internet kampanya memnunum vodafone müşteri hizmet iyi değil","2024-08-06T23:59:07.477771Z"
4067,"2","2024-08-06T23:58:44.027954Z","[{""start"":0,""end"":22,""text"":""thy nin müşteri hizmet"",""labels"":[""positive""]},{""start"":35,""end"":43,""text"":""pegasus "",""labels"":[""negative""]}]",48588,"[{""start"":0,""end"":22,""text"":""thy nin müşteri hizmet"",""labels"":[""Entity""]},{""start"":35,""end"":43,""text"":""pegasus "",""labels"":[""Entity""]}]",12.629,"thy nin müşteri hizmet yardımcı ol pegasus uç rötar can sıkıcı","2024-08-06T23:58:44.027954Z"
4066,"2","2024-08-06T23:58:30.311562Z","[{""start"":0,""end"":8,""text"":""netflix "",""labels"":[""positive""]},{""start"":24,""end"":31,""text"":""puhutv "",""labels"":[""positive""]}]",48589,"[{""start"":0,""end"":8,""text"":""netflix "",""labels"":[""Entity""]},{""start"":24,""end"":31,""text"":""puhutv "",""labels"":[""Entity""]}]",10.304,"netflix içerik kaliteli puhutv nin arayüz kullanıcı dost ol","2024-08-06T23:58:30.311562Z"
4065,"2","2024-08-06T23:58:19.122030Z","[{""start"":0,""end"":21,""text"":""türk telekom internet"",""labels"":[""negative""]},{""start"":34,""end"":49,""text"":"" müşteri hizmet"",""labels"":[""positive""]}]",48590,"[{""start"":0,""end"":21,""text"":""türk telekom internet"",""labels"":[""Entity""]},{""start"":34,""end"":49,""text"":"" müşteri hizmet"",""labels"":[""Entity""]}]",30.458,"türk telekom internet bağlantı kes müşteri hizmet arıza bildirim hızlıca yanıt ver","2024-08-06T23:58:19.122030Z"
4064,"2","2024-08-06T23:57:47.784183Z","[{""start"":0,""end"":7,""text"":""puhutv "",""labels"":[""neutral""]}]",48591,"[{""start"":0,""end"":7,""text"":""puhutv "",""labels"":[""Entity""]}]",12.436,"puhutv nin reklam ara dizi kaliteli","2024-08-06T23:57:47.784183Z"
4063,"2","2024-08-06T23:57:34.056869Z","[{""start"":0,""end"":4,""text"":""thy "",""labels"":[""positive""]},{""start"":44,""end"":52,""text"":""pegasus "",""labels"":[""negative""]},{""start"":52,""end"":63,""text"":""sunexpress "",""labels"":[""negative""]}]",48592,"[{""start"":0,""end"":4,""text"":""thy "",""labels"":[""Entity""]},{""start"":44,""end"":52,""text"":""pegasus "",""labels"":[""Entity""]},{""start"":52,""end"":63,""text"":""sunexpress "",""labels"":[""Entity""]}]",7.93,"thy seyahat keyifliydi personel yardımcı ol pegasus sunexpress yaşadığım gecik can sıkıcıydı","2024-08-06T23:57:34.056869Z"
4062,"2","2024-08-06T23:57:24.632689Z","[{""start"":0,""end"":8,""text"":""netflix "",""labels"":[""positive""]},{""start"":22,""end"":28,""text"":""BluTV "",""labels"":[""positive""]},{""start"":46,""end"":53,""text"":""puhutv "",""labels"":[""negative""]},{""start"":68,""end"":89,""text"":""turkcell internet hız"",""labels"":[""negative""]}]",48593,"[{""start"":0,""end"":8,""text"":""netflix "",""labels"":[""Entity""]},{""start"":22,""end"":28,""text"":""BluTV "",""labels"":[""Entity""]},{""start"":46,""end"":53,""text"":""puhutv "",""labels"":[""Entity""]},{""start"":68,""end"":89,""text"":""turkcell internet hız"",""labels"":[""Entity""]}]",14.161,"netflix içerik harika BluTV nin dizi kaliteli puhutv nin reklam ara turkcell internet hız düş","2024-08-06T23:57:24.632689Z"
4061,"2","2024-08-06T23:57:06.423564Z","[{""start"":0,""end"":15,""text"":""vodafone 5G ağı"",""labels"":[""positive""]},{""start"":22,""end"":34,""text"":""türk telekom"",""labels"":[""positive""]},{""start"":86,""end"":97,""text"":""sunexpress "",""labels"":[""negative""]},{""start"":47,""end"":55,""text"":""pegasus "",""labels"":[""negative""]}]",48594,"[{""start"":0,""end"":15,""text"":""vodafone 5G ağı"",""labels"":[""Entity""]},{""start"":22,""end"":34,""text"":""türk telekom"",""labels"":[""Entity""]},{""start"":86,""end"":97,""text"":""sunexpress "",""labels"":[""Entity""]},{""start"":47,""end"":55,""text"":""pegasus "",""labels"":[""Entity""]}]",27.343,"vodafone 5G ağı hızlı türk telekom fiyat uygun pegasus uç ekip profesyonellikten uzak sunexpress uçak eskiydi","2024-08-06T23:57:06.423564Z"
4060,"2","2024-08-06T23:56:24.836479Z","[{""start"":0,""end"":23,""text"":""turkcell fiber internet"",""labels"":[""positive""]},{""start"":168,""end"":191,""text"":""vodafone müşteri hizmet"",""labels"":[""negative""]},{""start"":291,""end"":299,""text"":""vodafone"",""labels"":[""negative""]},{""start"":266,""end"":275,""text"":""turkcell "",""labels"":[""positive""]}]",48595,"[{""start"":0,""end"":23,""text"":""turkcell fiber internet"",""labels"":[""Entity""]},{""start"":168,""end"":191,""text"":""vodafone müşteri hizmet"",""labels"":[""Entity""]},{""start"":291,""end"":299,""text"":""vodafone"",""labels"":[""Entity""]},{""start"":266,""end"":275,""text"":""turkcell "",""labels"":[""Entity""]}]",74.982,"turkcell fiber internet hizmet bir hafta kullan gerçekten memnunum hız inanılmaz bağlantı kalite iyi baş şüphe kurulum süreç sorunsuzdu müşteri destek ekip yardımcı ol vodafone müşteri hizmet hayal kırık ol basit bir sorun çöz bir saat beklemek zorunda kal genel ol turkcell hizmet memnunum vodafone oyun yüksel gerek","2024-08-06T23:56:24.836479Z"
4059,"2","2024-08-06T23:55:07.292855Z","[{""start"":0,""end"":12,""text"":""türk telekom"",""labels"":[""positive""]},{""start"":124,""end"":143,""text"":""müşteri destek ekip"",""labels"":[""positive""]}]",48596,"[{""start"":0,""end"":12,""text"":""türk telekom"",""labels"":[""Entity""]},{""start"":124,""end"":143,""text"":""müşteri destek ekip"",""labels"":[""Entity""]}]",48.851,"türk telekom müşteri yıl fiyat rekabet ol söyle internet bağlantı kararsız ol fark et bağlantı dakika boyunca kes diğer yan müşteri destek ekip hızlı sorun çöz yardımcı ol genel ol hizmet memnunum ağ güvenilirliğini geliş gerek","2024-08-06T23:55:07.292855Z"
4058,"2","2024-08-06T23:54:17.603603Z","[{""start"":0,""end"":11,""text"":""vodafone 5G"",""labels"":[""positive""]},{""start"":35,""end"":46,""text"":""4G bağlantı"",""labels"":[""negative""]},{""start"":74,""end"":102,""text"":""turkcell müşteri destek ekip"",""labels"":[""positive""]},{""start"":152,""end"":161,""text"":""vodafone "",""labels"":[""positive""]},{""start"":177,""end"":200,""text"":""turkcell müşteri destek"",""labels"":[""positive""]}]",48597,"[{""start"":0,""end"":11,""text"":""vodafone 5G"",""labels"":[""Entity""]},{""start"":35,""end"":46,""text"":""4G bağlantı"",""labels"":[""Entity""]},{""start"":74,""end"":102,""text"":""turkcell müşteri destek ekip"",""labels"":[""Entity""]},{""start"":152,""end"":161,""text"":""vodafone "",""labels"":[""Entity""]},{""start"":177,""end"":200,""text"":""turkcell müşteri destek"",""labels"":[""Entity""]}]",56.707,"vodafone 5G ağ geç gerçekten şaşır 4G bağlantı yavaş kapsama alan kötüydü turkcell müşteri destek ekip yardımcı ol söyle sorun çöz yardımcı ol genel ol vodafone hizmet memnunum turkcell müşteri destek hala iyi","2024-08-06T23:54:17.603603Z"
